"ID","category","country","description","price","rating","region","title","varietal","vintage"
"186238","Dessert","Australia","Dark amber in color and going greenish at the rim, the basis of this wine is clearly old stocks going back well over 60 years. It's full-bodied, unctuous and superrich, oozing with molasses and rancio character, but balanced by citrusy notes. The finish is incredibly sweet and long, coating the mouth with coffee-like essences that linger for minutes.","97",98,"Victoria","Campbells NV Isabella Rare Tokay (Rutherglen)","Tokay",NULL
"186239","Red","US","Aromatic and invited, almost jet black in color, this single-vineyard offering is a pungent mix of blood orange, rosemary and cassis. Dense and focused, compact and layered, it is structured very much like a Cabernet, but with a full palette (and palate) of Syrah fruit flavors.","65",98,"Oregon","Cayuse 2007 En Cerise Vineyard Syrah (Walla Walla Valley (OR))","Syrah","2007"
"186240","Red","US","Depth and texture dominate; it's all whole-cluster fruit, aged in new barriques. This fine follow-up to the 2006 features a little more delicacy, with a lovely floral component and some earth. The depth is astonishing in the weight and texture and the way the wine plays out across the palate. The finish never ends: a glorious mix of black cherry, earth, herb, spice, and rock.","140",99,"Washington","Charles Smith 2007 Royal City Stoneridge Vineyard Syrah (Columbia Valley (WA))","Syrah","2007"
"186241","Red","US","The only one of the Cayuse Syrahs that is co-fermented with Viognier, this opens with a stunning, floral bouquet, showing extraordinary depth and texture. The wine has a floral top, a thickly fruity middle and a base with smoke, rock and meat. Still very young, it is already a complete, fully-realized, near-perfect wine with a finish that extends for many minutes. This should age for 25 –30 years. Right now, it's almost frozen in place; still a bit tannic, but with superb aging potential.","65",99,"Oregon","Cayuse 2007 Cailloux Vineyard Syrah (Walla Walla Valley (OR))","Syrah","2007"
"186242","Red","US","In a stunning lineup of Cayuse Syrahs, the En Chamberlin wins by a nose. It's smooth and silky, with a tongue-bending blend of flavors that include blood and iron, umami and salt, at first overtaking the pure fruit, but adding tremendous depth and power. The endless finish unfolds into a wine with exotic spices and complex layering.","65",100,"Oregon","Cayuse 2007 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR))","Syrah","2007"
"186243","Dessert","Australia","Not a Cellar Selection in the traditional sense of requiring additional aging, this venerable wine (it contains some material over 100 years old) is ready to drink now, but should hold in the bottle indefinitely. It's dark coffee-brown, with delectable aromas of rancio, pressed flowers, molasses and honey, yet despite enormous concentration avoids excessive weight. Amazingly complex and fresh on the neverending finish.","300",100,"Victoria","Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen)","Muscat",NULL
"187483","Red","Italy","Guado al Tasso is a wine that will make you fall uncontrollably in love with Italy. Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot are expertly blended to produce amazing intensity, purity and texture. You'll appreciate aromas of mineral, ripe fruit, leather, tobacco and chocolate.","102",97,"Tuscany","Marchesi Antinori 2007 Guado al Tasso  (Bolgheri Superiore)","Red Blend","2007"
"187485","Red","US","This is a big, age-worthy 100% Cabernet Sauvignon. Tasted now, it's dryly tannic, with the black currant and crème de cassis flavors buried under a cloak of astringency. New oak, which comprises 80% of the barrels, adds even greater tannins. Give this wine at least six years, and it should continue to blossom in a good cellar for another decade.","125",95,"California","Volker Eisele Family Estate 2007 Alexander Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","2007"
"187556","Red","US","True to the dense, muscular style of Woodward Canyon's Merlots, this elevates the complexity in a near-perfect vintage. Deep and textural, it packs together concentrated red fruits, preserves and cassis. At first it shows a little heat from the 15% alcohol, but as it breathes open over hours (and even days) the primary fruit gives way to subtle veins of olive, earth, coffee and toast.","39",95,"Washington","Woodward Canyon 2007 Merlot (Columbia Valley (WA))","Merlot","2007"
"187557","Red","Italy","This iconic Italian wine from Bolgheri's landmark Sassicaia vineyard (characterized by little rocks, or “sassi”) offers an elegant bouquet comprised in equal measure by mineral, fruit and spice nuances. The wine consists of 85% Cabernet Sauvignon and 15% Cabernet Franc and the finish is long, smooth and very fine. This is an ageworthy wine that should not be opened before 2018.","220",95,"Tuscany","Tenuta San Guido 2007 Sassicaia  (Bolgheri Sassicaia)","Red Blend","2007"
"187562","White","US","An awesome Chardonnay that gives everything you want in richness, yet frames it in a structural integrity rare in California. Dazzles with tropical fruit, green apple and pear flavors, with a brilliant overlay of oak that adds buttered toast and spice flavors, not to mention sturdy oak tannins. But it's the zesty acidity, like a squirt of lime juice, that really elevates this wine.","70",95,"California","Paul Hobbs 2008 Ulises Valdez Vineyard Chardonnay (Russian River Valley)","Chardonnay","2008"
"187563","White","US","With residual sugar at about 1.35%, this balances the acidity without seeming sweet. Hand-picked and whole-cluster pressed, this immaculate, fresh, generous and stylish Riesling is always at the top of the list of Washington's best. Loaded with grapefruit, citrus and stone flavors, it cleans the palate and piles on the details as it rolls into a finish that lingers for well over a full minute.","20",95,"Washington","Poet's Leap 2009 Riesling (Columbia Valley (WA))","Riesling","2009"
"187564","Red","Italy","Sorugo (a blend of Cabernet Sauvignon, Merlot, Petit Verdot and Cabernet Franc) is nothing short of gorgeous with elegant aromas of polished mineral, cherry, chocolate, leather and brooding black fruit. It's soft and textured with a refreshing note of acidity backed by excellent density.","40",95,"Tuscany","Aia Vecchia 2007 Sorugo  (Bolgheri Superiore)","Red Blend","2007"
"187565","Red","Italy","Fruit was picked later than normal and the Masseto Merlot does indeed show mature aromas of black cherry, ripe blackberry, earthy iron and polished stone. The intensity and purity are amazing and the wine is sophisticated, soft and very rich on the finish. It is already showing beautiful evolution in the glass.","460",95,"Tuscany","Tenuta dell'Ornellaia 2005 Masseto Merlot (Toscana)","Merlot","2005"
"187566","Red","Italy","In terms of overall quality this is the best yet from this sea-facing estate in coastal Tuscany. The blend sees Cabernet Sauvignon enhanced by Merlot and Cabernet Franc and the overall effect is one of impressive intensity and sophistication. The finish is velvety rich and smooth.","60",95,"Tuscany","Tenuta Argentiera 2007 Argentiera  (Bolgheri Superiore)","Red Blend","2007"
"187567","Red","US","A tremendous Cabernet, authoritative and exciting. Shows a great structure of acidity and tannins, with a cedar and sweet tobacco earthiness. Yet it's also explosive in blackberries, black cherries, red and black currants and anise liqueur. A real accomplishment, and a great compliment to the high-altitude Stagecoach Vineyard, which straddles the Atlas Peak and Napa Valley appellation lines. Drink now–2016.","85",95,"California","Sequoia Grove 2006 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","2006"
"187568","Dessert","Italy","Ben Ryé is always a fabulous dessert wine from Pantelleria (an island off the coast of Sicily) and this expression shows beautiful liveliness and personality. You'll get aromas of stone fruit, apricot, honey, almond paste and even a spicy touch of fresh ginger. It feels smooth, rich and totally decadent.","40",95,"Sicily &amp; Sardinia","Donnafugata 2008 Ben Ryé  (Passito di Pantelleria)","Zibibbo","2008"
"187569","Red","US","Gorgeous, elegant and ageworthy. With a softly tannic structure, it's drinkable now, but should age and gain complexity for 10 years. Dry and smooth, it has complex flavors of blackberries, black cherries, currants, red licorice, cola and oak. Give it some time to breathe. Now–2017.","75",95,"California","Rubicon Estate 2007 Cask Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","2007"
"187570","Red","US","Pure Cabernet from some of Washington's oldest vines at Champoux and Sagemoor, this is a superb bottle, dense, compact and textural. A full mix of black fruits underscored with clean, moist earth and polished, silky tannins, finishes with pretty barrel flavors of spice and vanilla. Broad, deep and immensely pleasurable.","89",95,"Washington","Woodward Canyon 2007 Old Vines Cabernet Sauvignon (Washington)","Cabernet Sauvignon","2007"
"187571","Dessert","Italy","Tal Lùc comes in an elegant little bottle that beautifully sets the stage for the fabulous dessert wine to follow. The color is deeply golden and saturated and aromas include toasted almond, dried yellow rose, candied fruit and apricot. The creamy texture would pair with something different than dessert, say a delicate sliver of duck liver pâté.","88",95,NULL,"Lis Neris 2007 Tal Lùc White (Friuli)","White Blend","2007"
"187572","Red","US","Though the blend includes small portions of other grapes—9% Syrah, 3% Merlot and 5% Cabernet Franc—this really champions the essential character of great Washington Cabernet. Its core fruit is supple and compact cassis and black cherry, with a spicy top note that resonates well into the finish. Concentrated and beautifully proportioned, with black olive and just a hint of leaf in the finish.","42",95,"Washington","Fielding Hills 2008 RiverBend Vineyard Cabernet Sauvignon (Wahluke Slope)","Cabernet Sauvignon","2008"
"187573","Red","Argentina","A wine that makes you take notice. The bouquet is intense, with minerality, char, huge black-fruit aromas and handsome shadings of chocolate and coffee. Power and purity come on like gangbusters, and the flavors are a classic mix of blackberry, cassis and fine Swiss chocolate. Heady, smooth and impressive. My highest rated wine yet from Carlos Pulenta's Vistalba label. Drink now through 2014. Composed of 87% Malbec with Bonarda and Cabernet Sauvignon.","50",95,"Mendoza Province","Vistalba 2007 Corte A Red (Mendoza)","Red Blend","2007"
"187576","White","US","It's easy to get ripe fruit in California and then plaster it in oak, but what's so difficult to achieve is the crisp, minerally structure this wine displays. It's rich in pineapple cream, Key lime pie, Meyer lemon sorbet, golden mango and vanilla oak flavors, but achieves balanced elegance with crisp acidity and a wonderful stony purity. Only 349 cases produced.","60",95,"California","Vine Cliff 2008 Proprietress Reserve Chardonnay (Carneros)","Chardonnay","2008"
"187577","Red","US","The most tannic and closed of Vine Cliff's magnificent array of '07 Cabernets. It's hard, with a bite of acidity, but it doesn't take much for the richness to explode. Blackberries, black currants, dark chocolate, butterscotch, sweet cinnamon spice, the list goes on and on. So rich and decadent, you can enjoy it now, but it will gather momentum over the next 6–8 years.","150",95,"California","Vine Cliff 2007 Pickett Road Vineyard Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","2007"
"187578","Sparkling","US","This late-disgorged wine has been released at the age of 11 years. It's a beautiful wine, notable especially for the ultrafine feeling of the mousse, or bubbles. So refined and silky. Rich too are the flavors, in limes, strawberries, toasty lees and minerals. A spectacular sparkling wine that has many years of development ahead.","50",95,"California","Gloria Ferrer 1999 Carneros Cuvée Sparkling (Carneros)","Sparkling Blend","1999"
"187579","White","Austria","This is one of the great Rieslings from the Wachau, a wonderful panoply of ripe, tropical fruit, pierced with flint, spice and minerality. It is rich and opulent, while never losing sight of the core tautness of a fine Riesling.","70",95,"Wachau","Emmerich Knoll 2008 Ried Schütt Smaragd Riesling (Wachau)","Riesling","2008"
"187581","Red","Italy","Siepi is a gorgeous super Tuscan blend of Sangiovese and Merlot that exhibits richness, intensity and purity. This is a luscious and opulent expression with deep aromas of cherry, blackberry, chocolate, espresso bean and spice. The finish is super long and delicious.","120",95,"Tuscany","Mazzei 2007 Castello di Fonterutoli Siepi Red (Toscana)","Red Blend","2007"
"187583","Red","France","This is a wonderful wine, very ripe, the blackberry and sweet fruits all here, While the tannins are solid and concentrated, they are in the center of a lush, beautifully rich series of flavors that range from fruit to licorice to spice. The wine shows great aging potential.","95",95,"Burgundy","Louis Jadot 2005 Les Baudes Premier Cru  (Chambolle-Musigny)","Pinot Noir","2005"
"187584","Dessert","US","Deep gold, the color of honey, picked at 53° brix, this is unbelievably dense and concentrated. Yet with the acidity in place, this wine has balance, support, and depth. It's not a fat, sugary blob. This drinks like a Canadian icewine. Honey, tropical fruits, candied orange, butterscotch, butter and toasted nuts—it just keeps on going.","85",95,"Washington","Poet's Leap 2008 Ice Wine Riesling (Columbia Valley (WA))","Riesling","2008"
"187585","Red","France","A superb wine, the tannins carrying along the dense structure with ease and grace. The purity of the ripe berry fruit is very marked, with acidity giving freshness to the sweet wine. The whole ensemble is developing well, but will need many years' aging.","115",95,"Burgundy","Albert Bichot 2005 Domaine du Clos Frantin Aux Malconsorts Premier Cru  (Vosne-Romanée)","Pinot Noir","2005"
"187586","Red","US","This 100% Merlot is sourced from Sagemoor Farms' Bacchus and Dionysus vineyards. For the first time, there is no Cabernet Franc in the blend. Richly fruity, with loads of cherry, raspberry compote and black currant flavors, this melds in grace notes of chocolate and caramel, seamlessly. Thick and flat-out luscious, yet structured with a tannic spine that gives definition and focus all the way through.","38",95,"Washington","Abeja 2008 Merlot (Columbia Valley (WA))","Merlot","2008"
"187587","Red","US","Extraordinary for how drinkable it is right now, and for how it will evolve. Shows the crisp acidity and minerality of this cool-climate vineyard, with rich flavors of raspberries, cherry liqueur, cola, exotic spices, vanilla, buttered cinnamon toast and smoky sandalwood. Yet the tannic integrity should help it change in fascinating ways over the next six years. Decant for several hours.","58",95,"California","Dutton-Goldfield 2008 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","2008"
"187588","Red","US","So dry, so crisply acidic, so silky in the mouth, and so rich in flavor. This is a truly distinctive Pinot Noir. It shows the variety's elusive personality, now rich in cherries and currants, withdrawing into minerals and herbs. Yet the final impression is of fine, silky decadence. Should develop in fascinating directions over the next 6–8 years.","90",95,"California","Brogan 2007 Buena Prierra Vineyard Helio Doro Block Pinot Noir (Russian River Valley)","Pinot Noir","2007"
"187589","Red","US","An exotic Pinot Noir, feral and exciting in its appeal. Wildly complex, with the scents of a summertime walk through a coastal California woodland. Forest floor, mushroom, wild cherries and raspberries, roasted shank bone, licorice, sandalwood—the flavors go on and on, balanced with crisp acidity. So dry; a joy to experience.","44",96,"California","Samsara 2008 Las Hermanas Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","2008"
"187590","Red","Italy","D'Alceo is a drop dead gorgeous wine that oozes intensity, blackness, fruitiness, exotic spice and smoke. In the mouth, this beautifully executed super Tuscan is about as rich, smooth and opulent as they come. You'll love the lingering notes of mature berry, chocolate and espresso that drive the long, smooth finish.","275",96,"Tuscany","Castello dei Rampolla 2006 D'Alceo Red (Toscana)","Red Blend","2006"
"187591","Red","US","One of the richest Cabernets of the vintage. Amazingly soft and velvety in the mouth, yet there's a solid grip of acidity and tannins that balance the richness. The flavors are extraordinary, ranging from blackberry and cherry-pie filling through currant liqueur and milk chocolate to leather. So decadent now, it's hard to resist, but should develop for 4–6 years.","80",96,"California","Hall 2007 Kathryn Hall Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","2007"
"187592","Red","Italy","This beautiful vintage of Paleo (an oak-aged expression of Cabernet Franc) shows dark, inky intensity and loads of mature black fruit, spice, plum, prune and blackberry. It is extremely smooth and rich with a long-lasting fade that consists of fruit and clove-like flavors. Yet, the tannins are still firm, so put this wine aside in your cellar for at least five years.","125",96,"Tuscany","Le Macchiole 2006 Paleo Cabernet Franc (Toscana)","Cabernet Franc","2006"
"187593","Red","Italy","No doubt you will very much enjoy this super Tuscan blend of Merlot, Cabernet Sauvignon and Sangiovese. The wine is rich, smooth and opulent: The quality of the fruit is also excellent with background shadings of black mineral, mature cherry, clove, rum cake, smoked ham and cola.","100",96,"Tuscany","Tenuta Sette Ponti 2007 Oreno Red (Toscana)","Red Blend","2007"
"187594","Red","Italy","L'Apparita is a divine and delicate expression of Merlot with rich layers of black cherry, blackberry, spice, mocha, cedar, exotic spice and polished stone that are seamlessly woven together. The wine hits the palate with the softness and richness of the world's best Merlots and leaves a fading impression of fruit and spice that can be counted in many long, delicious minutes. Hold until 2018.","169",96,"Tuscany","Castello di Ama 2006 L'Apparita Merlot (Toscana)","Merlot","2006"
"187595","White","US","Luscious, rich, balanced and intensely fruity, this stunning effort may well be the best Chardonnay ever produced in Washington. Two-thirds old- vine Celilo vineyard grapes are blended with estate-grown fruit from even older vines that were planted in 1976. Candied citrus, especially Meyer lemon, lemon verbena and other fruity herbs, stone fruits and subtle layers of caramel and toast burst from the glass. But the most amazing thing is that this wine stays fresh after being opened for literally days, much like a grand cru Burgundy.","44",96,"Washington","Woodward Canyon 2009 Chardonnay (Washington)","Chardonnay","2009"
"187596","White","US","This vineyard has proved itself for so many years that it's practically a guarantee of greatness. This 2008 is a real stunner. It's so rich and exotic, so balanced and dry, so clean. Dazzles with pear, pineapple, lychee, roasted hazelnut, crème brûlée, buttered toast, honey and spice flavors, wrapped into a creamy smooth mouthfeel. Brilliant and compelling. Drink now.","45",96,"California","Dutton-Goldfield 2008 Dutton Ranch Rued Vineyard Chardonnay (Green Valley)","Chardonnay","2008"
"187597","Red","Italy","An impressive wine from an impressive vintage, this Tuscan expression of Cabernet Franc opens with opulent fruit notes of blackberry, prune, plum and ripe cherry backed by clove, pepper, leather and cigar box. The tannins are firm and silky and the fade is long and velvety.","90",96,"Tuscany","Poggio al Tesoro 2007 Dedicato a Walter Cabernet Franc (Toscana)","Cabernet Franc","2007"
"187598","Dessert","Italy","Beauty and purity emerge from the nose of this highly complex and delicate dessert wine. Aromas include pressed flowers, honey, white peach and a touch of mustiness that adds depth and dimension at the back. It's a smooth, succulent drink that delivers sweetness, but never too much of it. Gorgeous.","90",96,NULL,"Livio Felluga 2006 Picolit Picolit (Colli Orientali del Friuli)","Picolit","2006"
"187599","Dessert","Italy","Picolit is a precious and uniquely Italian dessert wines that relies on a variety of special conditions to produce overwhelming elegance and concentration. Livio Felluga does a wonderful job with this wine that opens with a luminous golden color and segues to luscious, creamy flavors of honey, white flower and almond paste.","90",97,NULL,"Livio Felluga 2007 Picolit Picolit (Colli Orientali del Friuli)","Picolit","2007"
"187600","Red","US","Sourced from old-vine Bacchus and Weinbau fruit, this also includes 20% grapes from the estate's Heather Hill vineyard. The aromas are dense and penetrating, with a powerful mix of black fruits, ripe berries, smoke, earth, olive and coffee. From the first sniff to the last swallow, the flavors are beautifully integrated and the effect symphonic.","85",97,"Washington","Abeja 2007 Reserve Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","2007"
"187601","Red","US","A true sensation. Shows the richness and concentration you want in a great Napa Cab, but also a structure that lifts it above the soft, mushy wines that are so prevalent. There's real tannin and acid architecture framing the opulent blackberry, black currant, mineral and cedar flavors, and the finish is dry, dry, dry. Every sip offers something different as it changes in the glass. A world-class wine that defines elegance, power and complexity. Should age effortlessly for at least a decade.","150",97,"California","Vine Cliff 2007 16 Rows Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","2007"
"187603","Red","Italy","This wine shows growing intensity the longer it stays in the glass and a very silky, polished feel in the mouth. Aromas include red fruit, spice and rosemary: this is a beautiful, balanced wine that will have a long life in your cellar.","460",97,"Tuscany","Tenuta dell'Ornellaia 2006 Masseto Merlot (Toscana)","Merlot","2006"
"187604","Red","US","A very great Napa Cabernet by any standard. Defines the modern style of soft richness, with lavish flavors of blackberry tart, crème de cassis, blueberry, dark chocolate and the richest, sweetest toasty oak you can imagine. It's soft and ripe enough to drink now, yet shows a subtle structure that suggests aging for a decade. Possesses the extreme complexity and finesse that mark the greatest wines.","150",97,"California","Paul Hobbs 2007 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","2007"
"187605","Red","US","Pretty much as good as Napa Cabernet gets. Shows the blackberries, black currants, blueberries and spicy plums of Oakville and scads of spices, and the tannin-acid structure is, in a word, superb. The oak elaboration is just about perfect, adding a tasteful layer of smoky, buttered toast. The finish goes on and on.","75",98,"California","Vine Cliff 2007 Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","2007"
"187606","White","France","The palate opens slowly, offering an initial citrus character, followed by wood and then, finally, wonderfully rich, but taut fruit. There is still a toast character here, with apricots and pear on top of the citrus, but it is still only just developing. In 10–15 years, it will be a magnificent wine.","800",98,"Bordeaux","Château Haut-Brion 2007  Pessac-Léognan","Bordeaux-style White Blend","2007"
"187607","Red","Italy","Scrio is a top-notch Syrah from Coastal Tuscany that does an excellent job of portraying not only the true nuances of the noble grape variety, but also the bounty of the beautiful territory that shaped it. Let this wine transport you to cypress-lined roads, stone farmhouses and Tuscan cuisine. The pleasure factor and richness are unbeatable.","225",98,"Tuscany","Le Macchiole 2007 Scrio Syrah (Toscana)","Syrah","2007"
"187608","Red","Italy","Galatrona is an opulent, gorgeous wine (from the excellent 2007) vintage that shows the very best of Merlot in Italy. Thanks to a unique growing climate located between Florence, Siena and Arezzo, as well as extremely low vineyard yields, the wine feels soft and velvety and imparts long-lasting flavors of black cherry, lively spice, tobacco and cigar box. The true beauty of Galatrona is that it shows all the passion and enthusiasm of its very talented winemaker.","135",98,"Tuscany","Fattoria Petrolo 2007 Galatrona Merlot (Toscana)","Merlot","2007"
"187609","Red","Italy","Paleo (a pure expression of Cabernet Franc from Coastal Tuscany) is a drop dead gorgeous wine with amazing intensity and purity of aromas. You get it all here: Bright berry notes, drying mineral, exotic spice, cooling acidity and firm, satisfying structure. It's a rich, velvety and beautiful wine that will award you a memorable drinking experience now or in 10 years time.","125",98,"Tuscany","Le Macchiole 2007 Paleo Cabernet Franc (Toscana)","Cabernet Franc","2007"
"187610","Red","Italy","Messorio (a 100% expression of delicious Merlot) is a wine that has already reached elite cult status and for very good reason. The opulence, richness and overall pleasure factor are unbeatable and the wine is sophisticated, elegant and balanced at the same time. The long fade is characterized by vanilla, chocolate, espresso, cherry and blackberry.","320",98,"Tuscany","Le Macchiole 2006 Messorio Merlot (Toscana)","Merlot","2006"
"187611","Red","Italy","The 2007 Ornellaia is a masterpiece blend of Cabernet Sauvignon, Merlot, Cabernet Franc and a tiny element of Petit Verdot. The intensity and purity are outstanding and the wine delivers beautiful notes of chocolate, black cherry, leather, cedar and spice. It's a big, modern expression that closes long with luscious softness and opulent fruit. Hold 10 years or more.","200",99,"Tuscany","Tenuta dell'Ornellaia 2007 Ornellaia  (Bolgheri Superiore)","Red Blend","2007"
"187612","Red","Italy","Here's a “wow” wine you won't easily forget. Messorio is all Merlot, and happily delivers the softness, richness and overall opulence that we love in this noble grape variety. What elevates this particular expression and vintage is the true elegance and sophistication evident here. This is a huge wine, but it's not exaggerated and the finish is as long and smooth as they come.","320",99,"Tuscany","Le Macchiole 2007 Messorio Merlot (Toscana)","Merlot","2007"
"187613","Red","Italy","A perfect wine from a classic vintage, the 2007 Masseto (100% Merlot from a 17-acre vineyard of the same name) opens with an unabashedly opulent bouquet of delicious blackberry, cherry, chocolate, vanilla, exotic spice and cinnamon. Masseto excels both in terms of quality of fruit and winemaking and delivers plush, velvety tannins and an extra long, supple finish. It will make a special and valuable collection to your cellar.","460",100,"Tuscany","Tenuta dell'Ornellaia 2007 Masseto Merlot (Toscana)","Merlot","2007"
"189485","Red","US","An extraordinary Cabernet that stands out even in this great vintage, and among its Rutherford peers. Quite dry and tannic in youth, it shows an astringency that strongly suggests the cellar. Underneath are powerhouse flavors of blackberries, black and red cherries, spices, tea and cedar. Really defines balance and elegance in a Napa Cabernet. Decant if you drink it now, but it should develop for years to come.","42",96,"California","Long Meadow Ranch 2007 Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","2007"
"189647","Red","US","MacRostie's Pinots from this vineyard on the edge of the Sonoma side of Carneros always are big, ripe, powerful and ageable. This '07 shows the fat, ripe character of the vintage, offering luscious raspberry, cherry, cola, red currant liqueur, bacon, anise, spice and sandalwood flavors. But it's balanced enough to change in interesting ways over the next 5–7 years. Really a glamorous wine for your best meals.","40",95,"California","MacRostie 2007 Wildcat Mountain Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","2007"
"189648","Sparkling","France","A great celebration of the fine 2004 vintage, this wine reveals both generosity and a steely resolve. It has a cool elegance as well, giving it a sense of refinement, while still preserving the Roederer richness. The tight acidity holds the wine together and promises long aging.","67",95,"Champagne","Louis Roederer 2004 Vintage Brut  (Champagne)","Champagne Blend","2004"
"189649","Red","Italy","From a simpatico, family-run winery comes this benchmark Barolo. La Serra speaks highly of the Langhe territory and of winemaking innovation. Aromas here include cherry cola, vanilla bean, leather and crushed granite stone. The wine is determined and direct with a savory note of cured meat on the long finish. Drink after 2017.","100",95,"Piedmont","Eugenio Bocchino 2006 La Serra  (Barolo)","Nebbiolo","2006"
"189650","Red","US","Texture is the name of the game here. We're talking pure velvet, the way the wine glides over the palate with hardly a wrinkle. Beyond the mouthfeel are flavors so complex, they're hard to describe. The blend consists of Cabernet Sauvignon, with contributions from Cab Franc, Malbec and Petit Verdot, and each grape brings its own distinction, as does 100% new oak. It's approachable now for the softness, and should glide through the next 6–8 years with ease. Expensive, yes, and only 344 cases were produced, but it's worth the search.","90",95,"California","Chateau St. Jean 2005 Reserve Cabernet Sauvignon (Sonoma County)","Cabernet Sauvignon","2005"
"189651","Sparkling","France","Full, creamy and soft, this is a rich Champagne, very much a food wine. It has great ripe swathes of peach and pineapple flavors, rounded by toast. While 2000 is not a vintage for aging, this opulent Champagne may be the exception.","150",95,"Champagne","Bollinger 2000 La Grand Année Brut  (Champagne)","Champagne Blend","2000"
"189652","Sparkling","France","Just touching maturity, this is a wonderful wine. With intense acidity, yeast, minerality and a beautiful final citrus texture, this is ready to drink but will age for many years.","95",95,"Champagne","Henriot 1998 Millésimé Brut  (Champagne)","Champagne Blend","1998"
"189654","Red","US","This eagerly anticipated Drew Bledsoe/Chris Figgins collaboration is a serious effort, dusty, dense, and dark. To begin are whiffs of cinnamon, smoke, cured meat and bacon; then come tight, dry, stone-soaked flavors of cassis and sweet black fruits. Floral highlights elevate the nose, and lead into a finish with delicious accents of toasted nuts, almond paste, and chalk. A dazzling debut.","82",95,"Washington","Doubleback 2007 Cabernet Sauvignon (Walla Walla Valley (WA))","Cabernet Sauvignon","2007"
"189655","Red","US","This has been one of Etude's best bottlings, and 2007 was a great year. If you enjoy sheer, decadent deliciousness in your Pinot Noirs, this is one for you. The palate first is struck by the rich waves of cherry pie filling, raspberry essence and sweet, vanilla-tinged, smoky oak. Then it discovers the soft silkiness, and finally the firm, fine tannins kick in, providing structure. Just beguiling, and should develop in the bottle over the next 5–6 years.","60",95,"California","Etude 2007 Deer Camp Pinot Noir (Carneros)","Pinot Noir","2007"
"189656","Sparkling","France","As it develops in bottle, this wine retains all its intense acidity. But it has now brought in a toast and yeast character that gives it even greater complexity. It is a wine that is also a Champagne, now in full flow of mineral richness, still with a long way to develop.","120",95,"Champagne","Duval-Leroy 1996 Cuvée Femme Brut  (Champagne)","Champagne Blend","1996"
"189658","Red","Italy","Nebbiolo grapes, with their naturally elegant aromas of black currant and licorice, speak loudly. So does winery magic: Tones of spice, leather, cola and tobacco are derived from 24 months of careful oak aging. The tannins are fine and tight and this wine will age ten years or more.","252",95,"Piedmont","Ceretto 2005 Bricco Rocche Bricco Rocche  (Barolo)","Nebbiolo","2005"
"189659","Red","US","An absolutely lovely Pinot, the best in Gainey's long career. Dry, smooth and silky, it defines Pinot's more Burgundian side, with mushroomy notes along with perfectly ripe cherries and raspberries, accented with brilliant acidity. The oak treatment is tasteful and blends in seamlessly, offering a hint of toast. The wine treads an exciting line between ripeness and earthiness, while keeping alcohol to a refreshingly low 14.1%. This is a connoisseur's wine.","48",95,"California","Gainey 2008 Limited Selection Pinot Noir (Sta. Rita Hills)","Pinot Noir","2008"
"189661","Sparkling","France","Now at its peak of maturity, this is a gorgeous toast and spice flavored Champagne. It has richness, refined acidity, a powerful concentration of yeasty almonds, a taut texture and a final flavor that is straight, true, perfectly balanced.","150",95,"Champagne","Ruinart 1998 Dom Ruinart Brut Chardonnay (Champagne)","Chardonnay","1998"
"189662","Red","Italy","Rocche Barolo is another homerun for Vietti. You'll fall in love with the wine's rich intensity and the ensuing complexity that becomes apparent as the wine spends more time in the glass. Thanks to a continuing evolution, you'll recognize aromas of wild berry, smoke, crushed stone, licorice, cola and mesquite. The tannins are silky and smooth. Hold ten years or more.","130",95,"Piedmont","Vietti 2006 Rocche  (Barolo)","Nebbiolo","2006"
"189664","Red","Italy","Massolino's Parafada Barolo is a stunningly beautiful wine with bold, confident aromas of black fruit, tobacco, cigar box, cherry cola, clove, nutmeg and vanilla bean. The mouthfeel is bright, lively, velvety and, generally speaking, the 2006 vintage represents a big jump over 2005.","94",95,"Piedmont","Massolino 2006 Parafada  (Barolo)","Nebbiolo","2006"
"189665","Sparkling","France","A wonderful wine that has preserved its freshness while welcoming elements of toasty maturity. It is crisp, definitely on the dry side, with red currants, bright wild strawberries over the purest acidity. It's sure to age over many years, but, if you must, can be drunk now.","390",95,"Champagne","Laurent-Perrier 1998 Grand Siècle Alexandra Brut Rosé  (Champagne)","Champagne Blend","1998"
